Survey,State,6-Digit,County,Census Place,FIPS Place,FIPS MCD,Pop,CSA,CBSA,Footnote,Central,Zip,Region,Division,Source,Place,,1-unit,,,2-units,,,3-4 units,,,5+ units
201606,09,105000,009,    ,00000 ,14160 ,29261 ,408,35300, , ,06410      ,1,1,1,Cheshire town,5,5,1598520,0,0,0,0,0,0,0,0,0
201606,09,109000,007,    ,00000 ,14300 ,3994 ,278,25540, , ,06412      ,1,1,1,Chester town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,113000,007,    ,00000 ,15350 ,13260 ,278,25540, , ,06413      ,1,1,3,Clinton town,2,2,800000,0,0,0,0,0,0,0,0,0
201606,09,121000,011,    ,00000 ,15910 ,16068 ,278,35980, , ,06415      ,1,1,3,Colchester town,3,3,637000,8,16,2336000,0,0,0,0,0,0
201606,09,129000,013,    ,00000 ,16400 ,5485 ,278,25540, , ,06237      ,1,1,3,Columbia town,2,2,550000,0,0,0,0,0,0,0,0,0
201606,09,137000,013,    ,00000 ,17800 ,12435 ,278,25540, , ,062383615  ,1,1,1,Coventry town,2,2,199960,0,0,0,0,0,0,0,0,0
201606,09,141000,007,    ,00000 ,18080 ,14005 ,278,25540, , ,06416      ,1,1,1,Cromwell town,1,1,185000,0,0,0,0,0,0,0,0,0
201606,09,145000,001,0230,18430 ,18500 ,80893 ,408,14860,2,1,06810      ,1,1,4,Danbury,12,12,3141066,0,0,0,0,0,0,0,0,0
201606,09,157000,001,    ,00000 ,18850 ,20732 ,408,14860, , ,06820      ,1,1,1,Darien town,4,4,4270000,0,0,0,0,0,0,0,0,0
201606,09,161000,007,    ,00000 ,19130 ,4629 ,278,25540, , ,06417      ,1,1,1,Deep River town,1,1,200000,0,0,0,0,0,0,0,0,0
201606,09,169000,007,    ,00000 ,20810 ,7388 ,278,25540, , ,06422      ,1,1,1,Durham town,1,1,216000,0,0,0,0,0,0,0,0,0
201606,09,173000,003,    ,00000 ,22070 ,5148 ,278,25540, , ,06026      ,1,1,3,East Granby town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,177000,007,    ,00000 ,22280 ,9126 ,278,25540, , ,064230295  ,1,1,1,East Haddam town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,181000,007,    ,00000 ,22490 ,12959 ,278,25540, , ,064241002  ,1,1,5,East Hampton town,2,2,333315,0,0,0,0,0,0,1,5,314625
201606,09,185000,003,    ,00000 ,22630 ,51252 ,278,25540, ,1,06108      ,1,1,1,East Hartford town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,193000,011,    ,00000 ,23400 ,19159 ,278,35980, , ,06357      ,1,1,4,East Lyme town,2,2,523511,0,0,0,0,0,0,0,0,0
201606,09,197000,003,    ,00000 ,24800 ,11162 ,278,25540, , ,06016      ,1,1,3,East Windsor town,1,1,138249,0,0,0,0,0,0,0,0,0
201606,09,205000,001,    ,00000 ,23890 ,7490 ,408,14860, , ,06612      ,1,1,1,Easton town,2,2,1248510,0,0,0,0,0,0,0,0,0
201606,09,209000,013,    ,00000 ,25360 ,15602 ,278,25540, , ,06029      ,1,1,5,Ellington town,4,4,842428,0,0,0,0,0,0,1,5,613650
201606,09,213000,003,    ,00000 ,25990 ,44654 ,278,25540, , ,06082      ,1,1,1,Enfield town,0,0,0,0,0,0,0,0,0,3,30,3000000
201606,09,217000,007,    ,00000 ,26270 ,6683 ,278,25540, , ,064261167  ,1,1,1,Essex town,1,1,310000,0,0,0,0,0,0,0,0,0
201606,09,221000,001,    ,00000 ,26620 ,59404 ,408,14860, , ,06430      ,1,1,3,Fairfield town,9,9,2644800,0,0,0,0,0,0,0,0,0
201606,09,225000,003,    ,00000 ,27600 ,25340 ,278,25540, , ,06032      ,1,1,1,Farmington town,3,3,683301,0,0,0,0,0,0,0,0,0
201606,09,229000,007,0340,27810 ,57320 ,43 ,278,25540, , ,06475      ,1,1,3,Fenwick borough,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,237000,003,    ,00000 ,31240 ,34427 ,278,25540, , ,06033      ,1,1,3,Glastonbury town,2,2,537000,2,4,500000,0,0,0,0,0,0
201606,09,245000,003,    ,00000 ,32640 ,11282 ,278,25540, , ,06035      ,1,1,3,Granby town,1,1,181000,0,0,0,0,0,0,2,18,1544000
201606,09,249000,001,    ,00000 ,33620 ,61171 ,408,14860, , ,06830      ,1,1,5,Greenwich town,15,15,17105188,0,0,0,0,0,0,0,0,0
201606,09,253000,011,    ,00000 ,33900 ,8464 ,278,35980,2, ,06351      ,1,1,1,Griswold town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,273000,007,    ,00000 ,35230 ,8346 ,278,25540, , ,06438      ,1,1,3,Haddam town,1,1,193800,0,0,0,0,0,0,0,0,0
201606,09,285000,003,0400,37000 ,37070 ,124775 ,278,25540,2,1,06103      ,1,1,5,Hartford,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,289000,003,    ,00000 ,37140 ,2114 ,278,25540, , ,06035      ,1,1,3,Hartland town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,297000,013,    ,00000 ,37910 ,9686 ,278,25540, , ,06248      ,1,1,1,Hebron town,1,1,270962,0,0,0,0,0,0,0,0,0
201606,09,305000,005,    ,00000 ,40290 ,2979 ,999,99999, , ,06757      ,1,1,3,Kent town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,313000,007,    ,00000 ,40710 ,6525 ,278,25540, , ,06419      ,1,1,5,Killingworth town,1,1,306099,0,0,0,0,0,0,0,0,0
201606,09,317000,011,    ,00000 ,42390 ,7308 ,278,35980, , ,062491506  ,1,1,3,Lebanon town,1,1,98840,0,0,0,0,0,0,0,0,0
201606,09,337000,011,    ,00000 ,44210 ,2406 ,278,35980, , ,06371      ,1,1,4,Lyme town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,345000,003,    ,00000 ,44700 ,58241 ,278,25540, , ,06040      ,1,1,1,Manchester town,1,1,420000,0,0,0,0,0,0,0,0,0
201606,09,349000,013,    ,00000 ,44910 ,26543 ,278,25540, , ,06268      ,1,1,1,Mansfield town,1,1,462049,0,0,0,0,0,0,0,0,0
201606,09,353000,003,    ,00000 ,45820 ,6404 ,278,25540, , ,06447      ,1,1,1,Marlborough town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,365000,007,    ,00000 ,47080 ,4425 ,278,25540, , ,06455      ,1,1,3,Middlefield town,1,1,225000,0,0,0,0,0,0,0,0,0
201606,09,369000,007,0520,47290 ,47360 ,47648 ,278,25540,2,1,06457      ,1,1,1,Middletown,1,1,105000,0,0,0,0,0,0,0,0,0
201606,09,377000,009,    ,00000 ,47535 ,52759 ,408,35300,2,1,06460      ,1,1,5,Milford town,3,3,494169,0,0,0,0,0,0,3,16,984483
201606,09,381000,001,    ,00000 ,48620 ,19479 ,408,14860, , ,06468      ,1,1,1,Monroe town,1,1,177000,0,0,0,0,0,0,0,0,0
201606,09,397000,003,0580,50370 ,50440 ,73206 ,278,25540,2, ,06051      ,1,1,1,New Britain,1,1,140600,0,0,0,0,0,0,0,0,0
201606,09,401000,001,    ,00000 ,50580 ,19738 ,408,14860, , ,06840      ,1,1,3,New Canaan town,7,7,5774000,0,0,0,0,0,0,0,0,0
201606,09,405000,001,    ,00000 ,50860 ,13881 ,408,14860, , ,06812      ,1,1,5,New Fairfield town,1,1,331203,0,0,0,0,0,0,0,0,0
201606,09,413000,009,0600,52000 ,52070 ,129779 ,408,35300,2,1,06510      ,1,1,3,New Haven,4,4,238000,0,0,0,0,0,0,4,119,24381966
201606,09,417000,011,0620,52280 ,52350 ,27620 ,278,35980,2,1,06320      ,1,1,5,New London,4,4,662020,0,0,0,0,0,0,0,0,0
201606,09,425000,003,    ,00000 ,52140 ,30562 ,278,25540, , ,06111      ,1,1,1,Newington town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,433000,001,    ,00000 ,52980 ,25619 ,408,14860,2, ,06470      ,1,1,4,Newtown town,4,4,1047022,0,0,0,0,0,0,0,0,0
201606,09,457000,001,0720,55990 ,56060 ,85603 ,408,14860,2,1,068565125  ,1,1,1,Norwalk,1,1,550000,1,2,329000,3,9,690000,0,0,0
201606,09,461000,011,0730,56200 ,56270 ,40493 ,278,35980,2,1,06360      ,1,1,4,Norwich,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,473000,007,    ,00000 ,57320 ,10199 ,278,25540, , ,06475      ,1,1,5,Old Saybrook town,1,1,381181,0,0,0,0,0,0,0,0,0
201606,09,481000,009,    ,00000 ,58300 ,12683 ,408,35300, , ,06478      ,1,1,3,Oxford town,1,1,225000,0,0,0,0,0,0,0,0,0
201606,09,489000,003,    ,00000 ,60120 ,17716 ,278,25540, , ,06062      ,1,1,3,Plainville town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,501000,007,    ,00000 ,61800 ,9508 ,278,25540, , ,06480      ,1,1,1,Portland town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,505000,011,    ,00000 ,62150 ,4726 ,278,35980, , ,06360      ,1,1,3,Preston town,2,2,579031,0,0,0,0,0,0,0,0,0
201606,09,509000,009,    ,00000 ,62290 ,9405 ,408,35300, , ,06712      ,1,1,1,Prospect town,3,3,344000,0,0,0,0,0,0,0,0,0
201606,09,517000,001,    ,00000 ,63480 ,9158 ,408,14860, , ,06875      ,1,1,1,Redding town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,521000,001,    ,00000 ,63970 ,24638 ,408,14860, , ,06877      ,1,1,1,Ridgefield town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,525000,003,    ,00000 ,65370 ,19709 ,278,25540, , ,06067      ,1,1,1,Rocky Hill town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,553000,001,0890,68100 ,68170 ,39559 ,408,14860,2, ,06484      ,1,1,1,Shelton,3,3,520640,0,0,0,0,0,0,0,0,0
201606,09,557000,001,    ,00000 ,68310 ,3581 ,408,14860, , ,06784      ,1,1,1,Sherman town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,561000,003,    ,00000 ,68940 ,23511 ,278,25540, , ,06070      ,1,1,3,Simsbury town,2,2,574120,0,0,0,0,0,0,0,0,0
201606,09,565000,013,    ,00000 ,69220 ,11444 ,278,25540, , ,060712119  ,1,1,3,Somers town,3,3,604401,0,0,0,0,0,0,0,0,0
201606,09,569000,003,    ,00000 ,71390 ,25709 ,278,25540, , ,06074      ,1,1,3,South Windsor town,3,3,489000,0,0,0,0,0,0,0,0,0
201606,09,577000,003,    ,00000 ,70550 ,43069 ,278,25540, , ,06489      ,1,1,3,Southington town,17,17,1407000,0,0,0,0,0,0,0,0,0
201606,09,581000,011,    ,00000 ,71670 ,2984 ,278,35980, , ,06330      ,1,1,4,Sprague town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,589000,013,    ,00000 ,72090 ,12087 ,278,25540, , ,06076      ,1,1,1,Stafford town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,593000,001,0970,73000 ,73070 ,122643 ,408,14860,2,1,06904      ,1,1,1,Stamford,2,2,612480,0,0,0,0,0,0,0,0,0
201606,09,609000,001,    ,00000 ,74190 ,51384 ,408,14860, ,1,06497      ,1,1,4,Stratford town,2,2,523511,0,0,0,0,0,0,0,0,0
201606,09,613000,003,    ,00000 ,74540 ,15735 ,278,25540, , ,06078      ,1,1,1,Suffield town,4,4,1335300,0,0,0,0,0,0,0,0,0
201606,09,625000,013,    ,00000 ,76290 ,15052 ,278,25540, , ,06084      ,1,1,1,Tolland town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,637000,001,    ,00000 ,77200 ,36018 ,408,14860, , ,06611      ,1,1,1,Trumbull town,1,1,327040,0,0,0,0,0,0,0,0,0
201606,09,641000,013,    ,00000 ,77830 ,854 ,278,25540, , ,06076      ,1,1,1,Union town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,645000,013,    ,00000 ,78250 ,29179 ,278,25540, , ,06066      ,1,1,1,Vernon town,1,1,355000,1,2,160000,0,0,0,1,12,1000000
201606,09,649000,011,    ,00000 ,78600 ,2603 ,278,35980, , ,06384      ,1,1,1,Voluntown town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,653000,009,    ,00000 ,78740 ,45135 ,408,35300, , ,06492      ,1,1,5,Wallingford town,3,3,543456,0,0,0,0,0,0,0,0,0
201606,09,665000,009,1090,80000 ,80070 ,110366 ,408,35300,2, ,06702      ,1,1,1,Waterbury,2,2,80000,0,0,0,0,0,0,0,0,0
201606,09,677000,003,    ,00000 ,82590 ,63268 ,278,25540, ,1,06107      ,1,1,5,West Hartford town,1,1,271154,0,0,0,0,0,0,1,5,243431
201606,09,685000,007,    ,00000 ,81680 ,6938 ,278,25540, , ,06498      ,1,1,3,Westbrook town,0,0,0,3,6,1050000,0,0,0,0,0,0
201606,09,689000,001,    ,00000 ,83430 ,10179 ,408,14860, , ,06883      ,1,1,5,Weston town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,693000,001,    ,00000 ,83500 ,26391 ,408,14860, , ,06880      ,1,1,3,Westport town,8,8,5744000,0,0,0,0,0,0,0,0,0
201606,09,697000,003,    ,00000 ,84900 ,26668 ,278,25540, , ,06109      ,1,1,5,Wethersfield town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,701000,013,    ,00000 ,85950 ,6041 ,278,25540, , ,06279      ,1,1,1,Willington town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,705000,001,    ,00000 ,86370 ,18062 ,408,14860, , ,06897      ,1,1,3,Wilton town,1,1,680700,0,0,0,0,0,0,0,0,0
201606,09,713000,015,    ,00000 ,86790 ,25268 ,148,49340, , ,062260001  ,1,1,1,Windham town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,717000,003,    ,00000 ,87070 ,12498 ,278,25540, , ,06096      ,1,1,5,Windsor Locks town,3,3,426350,0,0,0,0,0,0,0,0,0
201606,09,721000,003,    ,00000 ,87000 ,29044 ,278,25540, , ,06095      ,1,1,1,Windsor town,2,2,594750,0,0,0,0,0,0,0,0,0
201606,09,725000,009,    ,00000 ,87560 ,16680 ,408,35300, , ,06716      ,1,1,1,Wolcott town,0,0,0,0,0,0,0,0,0,0,0,0
201606,09,733000,005,    ,00000 ,87910 ,9975 ,999,99999, , ,06798      ,1,1,1,Woodbury town,1,1,795000,0,0,0,0,0,0,0,0,0
201606,23,002000,031,    ,00000 ,00275 ,2447 ,438,38860, , ,04001      ,1,1,5,Acton town,1,1,198486,0,0,0,0,0,0,0,0,0
201606,23,003000,029,    ,00000 ,00380 ,1266 ,999,99999, , ,04606      ,1,1,1,Addison town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,005000,029,    ,00000 ,00660 ,499 ,999,99999, , ,04694      ,1,1,5,Alexander town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,011000,003,    ,00000 ,01220 ,238 ,999,99999,2, ,04471      ,1,1,5,Amity town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,015000,013,    ,00000 ,01465 ,1316 ,999,99999, , ,04862      ,1,1,3,Appleton town,1,1,150000,0,0,0,0,0,0,0,0,0
201606,23,018000,031,    ,00000 ,01605 ,4022 ,438,38860, , ,04046      ,1,1,1,Arundel town,1,1,195000,0,0,0,0,0,0,0,0,0
201606,23,022000,001,0150,02060 ,02060 ,23055 ,438,30340, ,1,04210      ,1,1,3,Auburn,1,1,235000,0,0,0,0,0,0,0,0,0
201606,23,023000,011,0200,02100 ,02100 ,19136 ,999,99999, , ,04330      ,1,1,1,Augusta,2,2,218100,0,0,0,0,0,0,0,0,0
201606,23,027000,005,    ,00000 ,02655 ,1525 ,438,38860, , ,04091      ,1,1,5,Baldwin town,1,1,160833,0,0,0,0,0,0,0,0,0
201606,23,029000,019,0250,02795 ,02795 ,33039 ,999,12620, ,1,04401      ,1,1,1,Bangor,3,3,552441,0,0,0,0,0,0,0,0,0
201606,23,030000,009,    ,00000 ,02865 ,5235 ,999,99999, , ,04609      ,1,1,1,Bar Harbor town,3,3,555485,0,0,0,0,0,0,0,0,0
201606,23,040000,031,    ,00000 ,04720 ,7246 ,438,38860, , ,03901      ,1,1,3,Berwick town,3,3,700000,0,0,0,0,0,0,0,0,0
201606,23,042000,031,0500,04860 ,04860 ,21277 ,438,38860, , ,040050586  ,1,1,5,Biddeford,2,2,357888,0,0,0,0,0,0,0,0,0
201606,23,048000,023,    ,00000 ,06260 ,3061 ,438,38860, , ,04287      ,1,1,5,Bowdoin town,1,1,90800,0,0,0,0,0,0,0,0,0
201606,23,056000,005,    ,00000 ,07170 ,5210 ,438,38860, , ,040091262  ,1,1,5,Bridgton town,2,2,496665,0,0,0,0,0,0,0,0,0
201606,23,058000,015,    ,00000 ,07485 ,2755 ,999,99999, , ,04539      ,1,1,3,Bristol town,2,2,590000,0,0,0,0,0,0,0,0,0
201606,23,064000,005,    ,00000 ,08430 ,20278 ,438,38860, , ,04011      ,1,1,5,Brunswick town,2,2,695679,0,0,0,0,0,0,0,0,0
201606,23,073000,013,    ,00000 ,09725 ,4850 ,999,99999, , ,04843      ,1,1,5,Camden town,2,2,1038960,0,0,0,0,0,0,0,0,0
201606,23,078000,003,1100,10565 ,10565 ,8189 ,999,99999, , ,04736      ,1,1,3,Caribou,4,4,656000,0,0,0,0,0,0,0,0,0
201606,23,084000,005,    ,00000 ,11125 ,3742 ,438,38860, , ,040150060  ,1,1,1,Casco town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,085000,009,    ,00000 ,11265 ,1366 ,999,99999, , ,044210204  ,1,1,1,Castine town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,086000,003,    ,00000 ,11300 ,425 ,999,99999, , ,04757      ,1,1,1,Castle Hill town,1,1,228000,0,0,0,0,0,0,0,0,0
201606,23,089000,003,    ,00000 ,12000 ,468 ,999,99999, , ,047570500  ,1,1,1,Chapman town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,109000,029,    ,00000 ,14940 ,105 ,999,99999, , ,04694      ,1,1,1,Crawford town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,112000,005,    ,00000 ,15430 ,7211 ,438,38860, , ,04021      ,1,1,5,Cumberland town,6,6,1634296,0,0,0,0,0,0,0,0,0
201606,23,119000,031,    ,00000 ,16725 ,1965 ,438,38860, , ,04005      ,1,1,3,Dayton town,1,1,170000,0,0,0,0,0,0,0,0,0
201606,23,121000,009,    ,00000 ,16935 ,1681 ,999,99999,2, ,04429      ,1,1,4,Dedham town,1,1,261756,0,0,0,0,0,0,0,0,0
201606,23,146000,009,1750,23200 ,23200 ,7741 ,999,99999, , ,04605      ,1,1,1,Ellsworth,5,5,1194877,0,0,0,0,0,0,0,0,0
201606,23,153000,005,    ,00000 ,24495 ,11185 ,438,38860, , ,04105      ,1,1,5,Falmouth town,7,7,2266639,0,0,0,0,0,0,0,0,0
201606,23,156000,011,    ,00000 ,24950 ,1140 ,999,99999, , ,04349      ,1,1,5,Fayette town,2,2,230000,0,0,0,0,0,0,0,0,0
201606,23,163000,005,    ,00000 ,26525 ,7879 ,438,38860, , ,04032      ,1,1,1,Freeport town,5,5,1140000,0,0,0,0,0,0,0,0,0
201606,23,171000,023,    ,00000 ,27295 ,1042 ,438,38860, , ,045480280  ,1,1,5,Georgetown town,1,1,213335,0,0,0,0,0,0,0,0,0
201606,23,173000,019,    ,00000 ,27645 ,4594 ,999,12620, , ,04401      ,1,1,3,Glenburn town,1,1,261756,1,2,265723,0,0,0,0,0,0
201606,23,175000,005,    ,00000 ,28240 ,16381 ,438,38860, , ,04038      ,1,1,5,Gorham town,9,9,1672334,0,0,0,0,0,0,0,0,0
201606,23,179000,005,    ,00000 ,28870 ,7761 ,438,38860, , ,04039      ,1,1,3,Gray town,4,4,730000,2,4,350000,0,0,0,0,0,0
201606,23,190000,019,    ,00000 ,30795 ,7257 ,999,12620, , ,04444      ,1,1,3,Hampden town,3,3,535000,0,0,0,0,0,0,0,0,0
201606,23,192000,009,    ,00000 ,30970 ,2394 ,999,99999, , ,04640      ,1,1,3,Hancock town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,195000,005,    ,00000 ,31390 ,4740 ,438,38860, , ,04079      ,1,1,5,Harpswell town,2,2,525333,0,0,0,0,0,0,0,0,0
201606,23,202000,019,    ,00000 ,32510 ,5416 ,999,12620, , ,044026300  ,1,1,1,Hermon town,4,4,955000,0,0,0,0,0,0,0,0,0
201606,23,209000,013,    ,00000 ,33840 ,1536 ,999,99999, , ,04847      ,1,1,3,Hope town,3,3,221500,0,0,0,0,0,0,0,0,0
201606,23,220000,015,    ,00000 ,35695 ,2427 ,999,99999, , ,04348      ,1,1,1,Jefferson town,2,2,350000,0,0,0,0,0,0,0,0,0
201606,23,225000,031,    ,00000 ,36535 ,10798 ,438,38860, , ,04043      ,1,1,3,Kennebunk town,4,4,819000,0,0,0,0,0,0,0,0,0
201606,23,226000,031,    ,00000 ,36745 ,3474 ,438,38860, , ,04046      ,1,1,3,Kennebunkport town,3,3,2326000,0,0,0,0,0,0,0,0,0
201606,23,229000,031,    ,00000 ,37270 ,9490 ,438,38860, , ,03904      ,1,1,3,Kittery town,4,4,916000,0,0,0,0,0,0,0,0,0
201606,23,239000,019,    ,00000 ,38705 ,2851 ,999,12620, , ,044560220  ,1,1,5,Levant town,1,1,155000,0,0,0,0,0,0,0,0,0
201606,23,240000,001,3000,38740 ,38740 ,36592 ,438,30340, ,1,04240      ,1,1,1,Lewiston,1,1,350000,0,0,0,0,0,0,0,0,0
201606,23,243000,003,    ,00000 ,39300 ,2314 ,999,99999, , ,04750      ,1,1,1,Limestone town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,267000,000,    ,  ,  ,99999 ,999,99999,2, ,04333      ,1,1,5,Maine Unorganized Territory,11,11,1460803,0,0,0,0,0,0,0,0,0
201606,23,287000,021,    ,00000 ,46020 ,2340 ,999,99999, , ,04463      ,1,1,5,Milo town,1,1,57580,0,0,0,0,0,0,0,0,0
201606,23,309000,003,    ,00000 ,49415 ,602 ,999,99999, , ,04762      ,1,1,5,New Sweden town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,313000,031,    ,00000 ,48750 ,1522 ,438,38860, , ,04095      ,1,1,5,Newfield town,1,1,151000,0,0,0,0,0,0,0,0,0
201606,23,315000,017,    ,00000 ,49275 ,329 ,999,99999, , ,042613834  ,1,1,1,Newry town,3,3,2525000,0,0,0,0,0,0,0,0,0
201606,23,316000,015,    ,00000 ,49660 ,1643 ,999,99999, , ,04555      ,1,1,1,Nobleboro town,1,1,175000,0,0,0,0,0,0,0,0,0
201606,23,325000,011,    ,00000 ,54560 ,6240 ,999,99999, , ,049630187  ,1,1,5,Oakland town,1,1,148000,0,0,0,0,0,0,0,0,0
201606,23,327000,031,    ,00000 ,55085 ,8624 ,438,38860, , ,04064      ,1,1,5,Old Orchard Beach town,4,4,535254,0,0,0,0,0,0,0,0,0
201606,23,331000,019,    ,00000 ,55565 ,10362 ,999,12620, , ,04473      ,1,1,1,Orono town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,360000,001,    ,00000 ,60020 ,5376 ,438,30340, , ,042747328  ,1,1,5,Poland town,2,2,390439,0,0,0,0,0,0,0,0,0
201606,23,363000,005,4500,60545 ,60545 ,66194 ,438,38860, ,1,04101      ,1,1,5,Portland,3,3,632847,1,2,225000,0,0,0,1,6,742083
201606,23,384000,001,    ,00000 ,64570 ,4876 ,438,30340, , ,04280      ,1,1,1,Sabattus town,1,1,280000,0,0,0,0,0,0,0,0,0
201606,23,385000,031,4800,64675 ,64675 ,18482 ,438,38860, , ,04072      ,1,1,5,Saco,6,6,1276574,0,0,0,0,0,0,0,0,0
201606,23,389000,031,4825,65725 ,00000 ,20798 ,438,38860, , ,04073      ,1,1,1,Sanford,4,4,524000,0,0,0,2,8,600000,0,0,0
201606,23,391000,005,    ,00000 ,66145 ,18919 ,438,38860, , ,040700360  ,1,1,1,Scarborough town,11,11,2668000,0,0,0,0,0,0,0,0,0
201606,23,401000,011,    ,00000 ,68385 ,4208 ,999,99999, , ,04330      ,1,1,1,Sidney town,2,2,492032,0,0,0,0,0,0,0,0,0
201606,23,409000,031,    ,00000 ,70030 ,7220 ,438,38860, , ,03908      ,1,1,3,South Berwick town,1,1,400000,0,0,0,0,0,0,0,0,0
201606,23,411000,005,5150,71990 ,71990 ,25002 ,438,38860, ,1,04106      ,1,1,1,South Portland,2,2,290500,0,0,0,0,0,0,0,0,0
201606,23,420000,019,    ,00000 ,73600 ,396 ,999,12620, , ,04782      ,1,1,5,Stacyville town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,422000,025,    ,00000 ,73845 ,640 ,999,99999, , ,04911      ,1,1,1,Starks town,0,0,0,0,0,0,0,0,0,0,0,0
201606,23,424000,029,    ,00000 ,74125 ,1131 ,999,99999, , ,04680      ,1,1,5,Steuben town,2,2,196762,0,0,0,0,0,0,0,0,0
201606,23,433000,009,    ,00000 ,75280 ,1466 ,999,99999, , ,04684      ,1,1,3,Surry town,2,2,400000,0,0,0,0,0,0,0,0,0
